ville;titre;lieu;date_debut;date_fin
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);QUAI DE LA CORSE;07/07/2003;07/07/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);RUE DES BARRES;07/01/2003;07/01/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);RUE DE LA COLOMBE;07/07/2003;07/07/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);RUE BERTIN POIREE;19/03/2003;19/03/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);RUE D'ARCOLE;07/09/2003;07/09/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);RUE LOBAU;07/08/2003;07/08/2003
paris;LE GRAND ROLE;ESPLANADE DU SOUVENIR FRANCAIS/AV.DE BRETEUIL;25/04/2003;25/04/2003
paris;LE GRAND ROLE;PASSAGE SAINT PIERRE AMELOT;24/04/2003;24/04/2003
paris;LE GRAND ROLE;RUE DU CONSERVATOIRE;17/04/2003;17/04/2003
paris;LE GRAND ROLE;RUE DE LA PERLE;22/04/2003;22/04/2003
paris;LE GRAND ROLE;RUE DE TURENNE;24/04/2003;24/04/2003
paris;LE GRAND ROLE;RUE DE LA PERLE;23/04/2003;23/04/2003
paris;LE GRAND ROLE;RUE DES COUTURES SAINT GERVAIS;23/04/2003;23/04/2003
paris;LE GRAND ROLE;RUE DES PYRAMIDES;15/05/2003;15/05/2003
paris;NE QUITTEZ PAS;AVENUE DU MAINE;18/04/2003;18/04/2003
paris;NE QUITTEZ PAS;AVENUE DE LA PORT;16/04/2003;16/04/2003
paris;NE QUITTEZ PAS;BOULEVARD DIDEROT;05/06/2003;05/06/2003
paris;NE QUITTEZ PAS;CITE POPINCOURT;06/04/2003;06/04/2003
paris;NE QUITTEZ PAS;PARVIS DE L'EGLISE;24/04/2003;24/04/2003
paris;NE QUITTEZ PAS;PASSAGE RIMBAULT;23/04/2003;23/04/2003
paris;NE QUITTEZ PAS;PASSAGE RIMBMAULT;24/04/2003;24/04/2003
paris;NE QUITTEZ PAS;PERIPHERIQUE EXTERIEUR PORT;16/04/2003;16/04/2003
paris;NE QUITTEZ PAS;PLACE ALBERT KAHN;06/02/2003;06/02/2003
paris;NE QUITTEZ PAS;RUE LAMARCK;25/04/2003;25/04/2003
paris;NE QUITTEZ PAS;RUE CUSTINE;25/04/2003;25/04/2003
paris;NE QUITTEZ PAS;RUE DE LA LEGION ETRANGERE;16/04/2003;16/04/2003
paris;DEMAIN ON DEMENAGE;RUE DU TRANSVAAL;05/12/2003;05/12/2003
paris;TRIPLE AGENT;RUE LEONCE REYNAUD;14/05/2003;14/05/2003
paris;BIG FISH;RUE DU FG POISSONNIERE ANGLE RUE DE DUNKERQU;05/05/2003;05/05/2003
paris;CONFIDENCES TROP INTIMES;SQUARE GASTON BERTANDEAU;26/05/2003;26/05/2003
paris;COMME UNE IMAGE;BOULEVARD POISSONNIERE;17/09/2003;17/09/2003
paris;COMME UNE IMAGE;KIOSQUE A JOURNAUX (26, BD BONNE NOUVELLE);18/09/2003;18/09/2003
paris;COMME UNE IMAGE;PLACE ADRIEN OUDIN;17/09/2003;17/09/2003
paris;COMME UNE IMAGE;RUE DU HELDER;17/09/2003;17/09/2003
paris;COMME UNE IMAGE;RUE HITTORF;25/07/2003;25/07/2003
paris;COMME UNE IMAGE;RUE ETIENNE BULLET;25/07/2003;25/07/2003
paris;COMME UNE IMAGE;RUE MEYERBEER;17/09/2003;17/09/2003
paris;COMME UNE IMAGE;RUE DE GRENELLE;15/07/2003;15/07/2003
paris;COMME UNE IMAGE;RUE ROUGEMONT;18/09/2003;18/09/2003
paris;COMME UNE IMAGE;RUE DU BOURG L'ABBE;16/09/2003;16/09/2003
paris;BUS PALLADIUM;PLACE PIGALLE;21/05/2009;21/05/2009
paris;LES INVITES DE MON PERE;SQUARE DU CLIGNANCOURT;20/05/2009;20/05/2009
paris;DEMAIN, A L'AUBE;RUE QUINCAMPOIX;17/04/2009;17/04/2009
paris;DEMAIN, A L'AUBE;RUE BEAUBOURG;27/04/2009;27/04/2009
paris;L'ORDRE ET LA MORALE;BOIS DE VINCENNES;18/05/2009;18/05/2009
paris;LES MAINS LIBRES;ECOLE MATERNELLE (PL CONSTANTIN PECQUEUR);06/05/2009;06/05/2009
paris;LES MAINS LIBRES;PLACE CHARLES DULLIN;28/05/2009;28/05/2009
paris;LES MAINS LIBRES;RUE CARDINET;25/05/2009;25/05/2009
paris;LES MAINS LIBRES;PLACE D'ITALIE/BD AUGUSTE BLANQUI (ANGLE);06/04/2009;06/04/2009
paris;LES MAINS LIBRES;AVENUE DES GOBELINS;06/04/2009;06/04/2009
paris;TOURNEE;RUE OBERKAMPF;28/05/2009;28/05/2009
paris;RENDEZ VOUS AVEC UN ANGE / OU VAS TU JUDITH;RUE MARIE ET LOUISE;06/01/2009;06/01/2009
paris;RENDEZ VOUS AVEC UN ANGE / OU VAS TU JUDITH;RUE BICHAT;06/02/2009;06/02/2009
paris;RENDEZ VOUS AVEC UN ANGE / OU VAS TU JUDITH;RUE LECOURBE;07/10/2009;07/10/2009
paris;RENDEZ VOUS AVEC UN ANGE / OU VAS TU JUDITH;RUE PASTEUR;07/10/2009;07/10/2009
paris;TUTTO L'AMORE DEL MUNDO;PLACE A. HONNORAT;06/04/2009;06/04/2009
paris;TUTTO L'AMORE DEL MUNDO;PONT ALEXANDRE III;06/10/2009;06/10/2009
paris;TUTTO L'AMORE DEL MUNDO;QUAI DE MONTEBELLO;06/08/2009;06/08/2009
paris;CA COMMENCE PAR LA FIN;RUE DU GRENIER SUR L'EAU;23/06/2009;23/06/2009
paris;CA COMMENCE PAR LA FIN;SQUARE ROBERT MONTAGNE;07/03/2009;07/03/2009
paris;CA COMMENCE PAR LA FIN;RUE VAUQUELIN;07/03/2009;07/03/2009
paris;J'PLEURE PAS;RUE BACHELET;17/06/2009;17/06/2009
paris;J'PLEURE PAS;RUE DE CHARENTON;06/11/2009;06/12/2009
paris;L'AMOUR C'EST MIEUX A DEUX;RUE DAUBENTON;06/12/2009;06/12/2009
paris;L'AMOUR C'EST MIEUX A DEUX;RUE JEAN DE BEAUVAIS;15/06/2009;15/06/2009
paris;L'AMOUR C'EST MIEUX A DEUX;AVENUE DE LA REPUBLIQUE;07/08/2009;07/09/2009
paris;L'AMOUR C'EST MIEUX A DEUX;QUAI DES ORFEVRES;17/07/2009;17/07/2009
paris;L'AMOUR C'EST MIEUX A DEUX;RUE FLEURUS;07/07/2009;07/07/2009
paris;L'AMOUR C'EST MIEUX A DEUX;RUE HENRI ROBERT;17/07/2009;17/07/2009
paris;L'AMOUR C'EST MIEUX A DEUX;RUE PATIN;20/07/2009;20/07/2009
paris;L'AMOUR C'EST MIEUX A DEUX;AVENUE PARMENTIER;07/08/2009;07/09/2009
paris;TOUT CE QUI BRILLE;RUE D'ODESSA/BOULEVARD MONTPARNASSE;16/07/2009;16/07/2009
paris;TOUT CE QUI BRILLE;RUE PIERRE CHARRON/FRANCOIS 1ER;29/07/2009;29/07/2009
paris;L'ARNACOEUR / HEARTBREAKER;BERGES DU VERT GALANT;29/07/2009;29/07/2009
paris;L'ARNACOEUR / HEARTBREAKER;PONT DE GRENELLE;08/06/2009;08/06/2009
paris;ENSEMBLE, NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR;JARDIN DES GRANDS EXPLORATEURS;23/07/2009;23/07/2009
paris;ENSEMBLE, NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR;RUE DE L'OBSERVATOIRE;23/07/2009;23/07/2009
paris;ENSEMBLE, NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR;BOULEVARD BOURDON;27/07/2009;27/07/2009
paris;KOUTOUSOV, GAMBIT RUSSE;RUE DE LA GRANGE AUX BELLES;18/05/2008;18/05/2008
paris;KOUTOUSOV, GAMBIT RUSSE;RUE JEAN POULMARCH;18/05/2008;18/05/2008
paris;LA FILLE DU RER;AVENUE VAN DYCK;19/06/2008;19/06/2008
paris;QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES;RUE DU PETIT THOUARS ET RUE SPULLER;06/03/2008;06/03/2008
paris;QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES;RUE PANHARD;22/07/2008;22/07/2008
paris;QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES;RUE DU PONT LOUIS PHILIPPE;07/09/2008;07/09/2008
paris;QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES;SQUARE LOUIS XIII;26/05/2008;26/05/2008
paris;TELLEMENT PROCHES;PLACE LEON BLUM;07/01/2008;07/01/2008
paris;TELLEMENT PROCHES;RUE DOMAT;07/11/2008;07/11/2008
paris;TELLEMENT PROCHES;RUE LAMARCK;07/08/2008;07/08/2008
paris;COCO;AVENUE DES CHAMPS ELYSEES;08/10/2008;08/10/2008
paris;JULIE AND JULIA;BOULEVARD GARIBALDI;06/10/2008;06/10/2008
paris;JULIE AND JULIA;PLACE DU PANTHEON;06/05/2008;06/05/2008
paris;JULIE AND JULIA;PONT DES ARTS;06/10/2008;06/10/2008
paris;JULIE AND JULIA;PONT NOTRE DAME;06/07/2008;06/07/2008
paris;JULIE AND JULIA;QUAI DE CONTI;06/10/2008;06/10/2008
paris;JULIE AND JULIA;RUE SAINT ETIENNE DU MONT;06/05/2008;06/05/2008
paris;JULIE AND JULIA;RUE SAINT LOUIS EN L'ILE;06/10/2008;06/10/2008
paris;JULIE AND JULIA;RUE DE LA BUCHERIE;06/06/2008;06/06/2008
paris;JULIE AND JULIA;RUE FREDERIC SAUTON;06/05/2008;06/05/2008
paris;UN CHAT UN CHAT;RUE ABEL;06/12/2008;06/12/2008
paris;UN CHAT UN CHAT;SQUARE LEOPOLD ACHILLE;15/07/2008;15/07/2008
paris;LA DOUBLE CROISEE;AVENUE ALBERT 1ER DE MONACO;20/06/2008;20/06/2008
paris;LA DOUBLE CROISEE;PLACE DU PARVIS;06/06/2008;06/06/2008
paris;LA DOUBLE CROISEE;PONT JEAN-PAUL II;26/06/2008;26/06/2008
paris;G.I. JOE / DARK SKY;AVENUE DE LA MOTTE PICQUET;08/03/2008;08/03/2008
paris;G.I. JOE / DARK SKY;PLACE DE L'ETOILE;06/10/2008;06/12/2008
paris;G.I. JOE / DARK SKY;PLACE DE VARSOVIE;08/01/2008;08/01/2008
paris;G.I. JOE / DARK SKY;QUAI BRANLY;06/10/2008;06/12/2008
paris;INCOGNITO;PONT D'AUSTERLITZ;23/06/2008;23/06/2008
paris;INCOGNITO;RUE LEBLANC;18/06/2008;18/06/2008
paris;LA SAINTE VICTOIRE;RUE DE HARLAY;07/02/2008;07/02/2008
paris;L'ARMEE DU CRIME;AVENUE DE WAGRAM ANGLE PLACE DE L'ETOILE;20/07/2008;20/07/2008
paris;L'ARMEE DU CRIME;PASSAGE SAINT SEBASTIEN;09/05/2008;09/05/2008
paris;L'ARMEE DU CRIME;PASSAGE SAINT SEBASTIEN;29/08/2008;29/08/2008
paris;L'ARMEE DU CRIME;PISCINE LAGARDERE;08/04/2008;08/04/2008
paris;L'ARMEE DU CRIME;PONT DE LA TOURNELLE;07/07/2008;07/07/2008
paris;L'ARMEE DU CRIME;QUAI DE L'HORLOGE;29/07/2008;29/07/2008
paris;LE CONCERT;ARENES DES CHAMPS ELYSEES;26/06/2008;26/06/2008
paris;LE CONCERT;QUAI D'ORSAY;07/08/2008;07/10/2008
paris;LE CONCERT;RUE DE MEAUX;22/08/2008;22/08/2008
paris;LE CONCERT;RUE DU FAUBOURG SAINT HONORE;21/07/2008;21/07/2008
paris;IVERPATTALAM;PLACE DE VARSOVIE;07/03/2008;07/03/2008
paris;IVERPATTALAM;QUAI MONTEBELLO;07/04/2008;07/04/2008
paris;THE REBOUND;AVENUE VICTOR HUGO;07/01/2008;07/01/2008
paris;LE PETIT NICOLAS;AVENUE FOCH;09/06/2008;09/06/2008
paris;LE PETIT NICOLAS;AVENUE FROCHOT;08/01/2008;08/01/2008
paris;LE PETIT NICOLAS;RUE DE LA BONNE;22/09/2008;22/09/2008
paris;LE PETIT NICOLAS;RUE FOYATIER - ECOLE;08/01/2008;08/01/2008
paris;LE PETIT NICOLAS;RUE GEORGES PEREC;19/09/2008;19/09/2008
paris;LE PETIT NICOLAS;RUE JULES SIEGFRIED;17/09/2008;17/09/2008
paris;LE COACH;AVENUE DE FRANCE;20/08/2008;20/08/2008
paris;LE COACH;AVENUE DE FRANCE;19/08/2008;19/08/2008
paris;LE COACH;BOULEVARD SAINT MICHEL;28/08/2008;28/08/2008
paris;LE COACH;PARKING DU 19, RUE DES FRIGOS;18/08/2008;22/08/2008
paris;LE COACH;RUE ROYALE;09/11/2008;09/11/2008
paris;LE COACH;RUE BISCORNET;24/07/2008;24/07/2008
paris;LA BLONDE AUX SEINS NUS;BOULEVARD DU PALAIS;29/07/2008;29/07/2008
paris;LA BLONDE AUX SEINS NUS;CANAL DE L'OURCQ;31/07/2008;31/07/2008
paris;LA BLONDE AUX SEINS NUS;CIMETIERE DE MONTMARTRE;10/02/2008;10/02/2008
paris;LA BLONDE AUX SEINS NUS;PONT DES CELESTINS;09/05/2008;09/05/2008
paris;LA BLONDE AUX SEINS NUS;PONT AU CHANGE;29/07/2008;29/07/2008
paris;LA BLONDE AUX SEINS NUS;PONT D'ARCOLE;09/10/2008;09/10/2008
paris;LA BLONDE AUX SEINS NUS;QUAI DES GRANDS AUGUSTINS (PENICHE);09/01/2008;09/01/2008
paris;LA BLONDE AUX SEINS NUS;QUAI DES ORFEVRES;30/07/2008;30/07/2008
paris;MA MEC A MOI;BOULEVARD BARBES;09/09/2008;09/09/2008
paris;MA MEC A MOI;RUE DE SUEZ;09/02/2008;09/02/2008
paris;MA MEC A MOI;RUE DE PANAMA;16/09/2008;16/09/2008
paris;MA MEC A MOI;RUE DE PANAMA;09/05/2008;09/05/2008
paris;GLAMROCK VILLE;PONT ALEXANDRE III;08/03/2008;08/03/2008
paris;GLAMROCK VILLE;QUAI FRANCOIS MAURIAC;08/03/2008;08/03/2008
paris;GLAMROCK VILLE;RUE DU PETIT MUSC;08/03/2008;08/03/2008
paris;HADEWIJCH;BOULEVARD SAINT GERMAIN;08/10/2008;08/10/2008
paris;HADEWIJCH;BOULEVARD HENRI IV;08/11/2008;08/11/2008
paris;HADEWIJCH;PARVIS DE L'EGLISE;19/08/2008;19/08/2008
paris;MON BEAU PERE;PONT MARIE;09/08/2008;09/08/2008
paris;MON BEAU PERE;RUE MONTENOTTE;08/08/2008;08/08/2008
paris;MON BEAU PERE;RUE BREY;08/08/2008;08/08/2008
paris;MON BEAU PERE;RUE DU DOCTEUR LANCEREAUX;09/05/2008;09/05/2008
paris;MICMACS A TIRE LARIGOT;BOULEVARD VICTOR;20/08/2008;20/08/2008
paris;MICMACS A TIRE LARIGOT;CANAL DE L'OURCQ;26/11/2008;26/11/2008
paris;MICMACS A TIRE LARIGOT;PASSERELLE D'IVRY SUR SEINE ET DE CHARENTON;09/01/2008;09/05/2008
paris;MICMACS A TIRE LARIGOT;PLACE DU DOCTEUR PAUL MICHAUX;28/10/2008;28/10/2008
paris;MICMACS A TIRE LARIGOT;PONT DE CRIMEE;26/11/2008;26/11/2008
paris;MICMACS A TIRE LARIGOT;PONT DE CRIMEE;25/11/2008;25/11/2008
paris;MICMACS A TIRE LARIGOT;PONT DE L'OURCQ;27/11/2008;27/11/2008
paris;MICMACS A TIRE LARIGOT;PONT DE L'OURCQ;12/01/2008;12/01/2008
paris;MICMACS A TIRE LARIGOT;QUAI DE LA MARNE;28/11/2008;28/11/2008
paris;MICMACS A TIRE LARIGOT;QUAI DE L'OISE FACE RUE DE BITCHE;25/11/2008;25/11/2008
paris;MICMACS A TIRE LARIGOT;RUE SPONTINI;27/10/2008;27/10/2008
paris;MICMACS A TIRE LARIGOT;VOIE GEORGES POMPIDOU;15/12/2008;15/12/2008
paris;LES PETITS PRINCES;AVENUE GEORGE V;09/12/2008;09/12/2008
paris;JE NE DIS PAS NON;ALLEE DES JUSTES;10/06/2008;10/06/2008
paris;JE NE DIS PAS NON;PLACE ROGER PRIOU VALJEAN;27/08/2008;27/08/2008
paris;JE NE DIS PAS NON;QUAI DE L'HOTEL DE VILLE;26/08/2008;26/08/2008
paris;JE NE DIS PAS NON;RUE DU PONT LOUIS PHILIPPE;27/08/2008;27/08/2008
paris;JE NE DIS PAS NON;RUE DES QUATRE FILS;18/08/2008;18/08/2008
paris;JE NE DIS PAS NON;RUE DU FIGUIER;27/08/2008;27/08/2008
paris;JE NE DIS PAS NON;RUE DU PONT LOUIS PHILIPPE;26/08/2008;26/08/2008
paris;ERREUR DE LA BANQUE EN VOTRE FAVEUR;AVENUE MAC MAHON;19/09/2008;19/09/2008
paris;MONTE CARLO STORY;RUE DU PETIT PONT;28/06/2010;28/06/2010
paris;MONTE CARLO STORY;PASSERELLE DES ARTS;22/06/2010;22/06/2010
paris;MONTE CARLO STORY;COURS LA REINE;25/06/2010;25/06/2010
paris;MONTE CARLO STORY;PARC DE LA TURLURE;23/06/2010;23/06/2010
paris;MONTE CARLO STORY;PLACE JACQUES RUEFF;21/06/2010;22/06/2010
paris;MONTE CARLO STORY;PONT ALEXANDRE III;28/06/2010;28/06/2010
paris;MONTE CARLO STORY;RUE DU CARDINAL LEMOINE;23/06/2010;23/06/2010
paris;MONTE CARLO STORY;BERGES HAUTES DU VERT GALANT;22/06/2010;22/06/2010
paris;MONTE CARLO STORY;PONT DES INVALIDES;25/06/2010;25/06/2010
paris;BYE BYE BLONDIE;RUE DU CAMBODGE;20/08/2010;20/08/2010
paris;BYE BYE BLONDIE;PASSERELLE SIMONE DE BEAUVOIR;28/06/2010;28/06/2010
paris;BYE BYE BLONDIE;QUAI FRANCOIS MAURIAC;28/06/2010;28/06/2010
paris;UN ETE BRULANT;RUE DES CASCADES;29/07/2010;29/07/2010
paris;UN ETE BRULANT;PLACE JEANNE D'ARC;08/01/2010;08/01/2010
paris;MIDNIGHT IN PARIS;RUE MONSIEUR LE PRINCE;07/12/2010;13/07/2010
paris;MIDNIGHT IN PARIS;RUE DU CHEVALIER DE LA BARRE;08/03/2010;08/03/2010
paris;MIDNIGHT IN PARIS;SQUARE JEAN XXIII;27/07/2010;27/07/2010
paris;MIDNIGHT IN PARIS;RUE SAINT ETIENNE DU MONT;27/07/2010;28/07/2010
paris;MON PERE EST FEMME DE MENAGE;PLACE DU CARROUSEL;20/07/2010;20/07/2010
paris;MON PERE EST FEMME DE MENAGE;PLACE DE L'OPERA;16/07/2010;16/07/2010
paris;LES HOMMES LIBRES;BOULEVARD DELESSERT;16/08/2010;16/08/2010
paris;LES HOMMES LIBRES;QUAI DE BOURBON;17/08/2010;17/08/2010
paris;LES HOMMES LIBRES;CITE TREVISE;09/06/2010;09/06/2010
paris;LES HOMMES LIBRES;RUE NAVARRE;18/08/2010;18/08/2010
paris;LES HOMMES LIBRES;SQUARE CAPITAN;08/06/2010;08/06/2010
paris;SWITCH;AVENUE DE NEW YORK;08/03/2010;08/03/2010
paris;SWITCH;RUE DE LUTECE;24/08/2010;24/08/2010
paris;SWITCH;RUE D'ORSEL;08/05/2010;08/05/2010
paris;SWITCH;PORT DEBILLY;08/03/2010;08/03/2010
paris;UN AMOUR DE JEUNESSE;TERRE-PLEIN CENTRAL BOULEVARD AUGUSTE BLANQUI;15/12/2010;15/12/2010
paris;UN AMOUR DE JEUNESSE;BOULEVARD DE LA BASTILLE;12/10/2010;12/10/2010
paris;UN AMOUR DE JEUNESSE;SQUARE DE CAMBRONNE;12/03/2010;12/03/2010
paris;UN AMOUR DE JEUNESSE;PLACE ET ESPLANADE DU CARROUSEL;30/11/2010;30/11/2010
paris;UN AMOUR DE JEUNESSE;AVENUE ROGER COHEN;12/03/2010;12/03/2010
paris;UN AMOUR DE JEUNESSE;RUE JEAN PIERRE TIMBAUD;20/08/2010;20/08/2010
paris;UN AMOUR DE JEUNESSE;RUE EURYALE DEHAYNIN;09/01/2010;09/01/2010
paris;UN AMOUR DE JEUNESSE;BOULEVARD DES ITALIENS ET RUE L. LEGRAND;17/09/2010;17/09/2010
paris;UN AMOUR DE JEUNESSE;TERRE-PLEIN SOUS METRO AERIEN DU  83 BD A. BLANQUI;15/12/2010;15/12/2010
paris;UN AMOUR DE JEUNESSE;RUE TURBIGO ET RUE MONTMARTRE (ANGLE);17/09/2010;17/09/2010
paris;LA PROIE;AVENUE DE LA PORTE DE SAINT OUEN;08/04/2010;08/04/2010
paris;J'AIME REGARDER LES FILLES / LE CIEL S'EST DECHIRE;RUE D'ABBEVILLE;20/08/2010;20/08/2010
paris;J'AIME REGARDER LES FILLES / LE CIEL S'EST DECHIRE;RUE FABERT;16/08/2010;16/08/2010
paris;J'AIME REGARDER LES FILLES / LE CIEL S'EST DECHIRE;AVENUE EMILE ZOLA;16/08/2010;16/08/2010
paris;ONE DAY;CARREFOUR RUE BICHAT;31/08/2010;31/08/2010
paris;ONE DAY;ECLUSE DE LA RUE DIEU;09/01/2010;09/01/2010
paris;ONE DAY;CARREFOUR RUE BICHAT;09/01/2010;09/01/2010
paris;POURQUOI TU PLEURES ?;RUE DUHESME;24/09/2010;24/09/2010
paris;POURQUOI TU PLEURES ?;PLACE SAINT PIERRE;28/09/2010;28/09/2010
paris;POURQUOI TU PLEURES ?;RUE RAMBUTEAU/MONTMARTRE;10/07/2010;10/07/2010
paris;POLISSE;RUE DE BELLEVILLE;17/10/2010;17/10/2010
paris;POLISSE;AVENUE DE LA GRANDE ARMEE;18/10/2010;18/10/2010
paris;LA PLANQUE;RUE ORFILA;09/02/2010;09/02/2010
paris;LA PLANQUE;PLACE MAURICE CHEVALIER;09/03/2010;09/03/2010
paris;LA PLANQUE;RUE DESIREE;09/02/2010;09/02/2010
paris;LA PLANQUE;RUE FRANCOIS MIRON;30/08/2010;30/08/2010
paris;LA PLANQUE;ECOLE MATERNELLE RUE DE LA BIDASSOA;09/01/2010;09/01/2010
paris;LOL US;PLACE DE VARSOVIE;09/06/2010;09/06/2010
paris;UN HEUREUX EVENEMENT;PASSAGE ROCHEBRUNE;16/09/2010;16/09/2010
paris;MON PIRE CAUCHEMAR;RUE DESCARTES;20/10/2010;20/10/2010
paris;POINT ROUGE;QUAI SAINT MICHEL;21/09/2010;21/09/2010
paris;POINT ROUGE;RUE FRANCOIS TRUFFAUT;28/09/2010;28/09/2010
paris;POINT ROUGE;PARC DE BERCY;28/09/2010;28/09/2010
paris;POINT ROUGE;PLACE DE MEDICIS;23/09/2010;23/09/2010
paris;LA VERITE SI JE MENS 3;RUE DE LA TREMOILLE;29/10/2010;29/10/2010
paris;LA VERITE SI JE MENS 3;RUE REGNAULT;12/09/2010;12/09/2010
paris;LA VERITE SI JE MENS 3;RUE BOTZARIS;29/10/2010;29/10/2010
paris;DE L'HUILE SUR LE FEU;CONTRE ALLEE DU BOULEVARD DE BELLEVILLE;10/09/2010;10/09/2010
paris;DE L'HUILE SUR LE FEU;BOULEVARD DE BELLEVILLE/R RAMPONNEAU/R LEMON;14/10/2010;14/10/2010
paris;L'ART D'AIMER;RUE D'HAUTEVILLE;19/10/2010;20/10/2010
paris;L'ART D'AIMER;RUE CENSIER;28/09/2010;28/09/2010
paris;LET MY PEOPLE GO;RUE SAINT DOMINIQUE;22/10/2010;22/10/2010
paris;LET MY PEOPLE GO;SQUARE VOIRIE RAPP;22/10/2010;22/10/2010
paris;LET MY PEOPLE GO;RUE CHASSELOUP LAUBAT;25/10/2010;25/10/2010
paris;LES MYTHOS;PORT DES CHAMPS ELYSEES;13/12/2010;14/12/2010
paris;LES MYTHOS;PLACE VENDOME;10/07/2010;10/07/2010
paris;LES MYTHOS;RUE BOUCHUT;17/12/2010;17/12/2010
paris;LES MYTHOS;RUE VALENTIN HAUY;17/12/2010;17/12/2010
paris;LES MYTHOS;PLACE ANDRE MALRAUX;23/11/2010;23/11/2010
paris;LES MYTHOS;AVENUE HOCHE;10/08/2010;10/08/2010
paris;CASE DEPART;AVENUE DES TERROIRS DE FRANCE;22/10/2010;22/10/2010
paris;THE BROKEN HART;ALLEE DES CYGNES;13/11/2010;13/11/2010
paris;CAFE DE FLORE;RUE EULER;26/10/2010;26/10/2010
paris;CAFE DE FLORE;RUE GASTON COUDE;11/02/2010;11/02/2010
paris;LES BIEN AIMES;RUE DU ROCHER;11/02/2010;11/02/2010
paris;LES BIEN AIMES;RUE DE NAPLES;31/10/2010;11/01/2010
paris;LES BIEN AIMES;RUE STEPHENSON;11/03/2010;11/03/2010
paris;LES BIEN AIMES;RUE D'ALSACE;25/11/2010;25/11/2010
paris;LES BIEN AIMES;BOULEVARD DE LA CHAPELLE;11/10/2010;11/10/2010
paris;LES BIEN AIMES;RUE DU FAUBOURG SAINT MARTIN;24/11/2010;24/11/2010
paris;PARLEZ- MOI DE VOUS;AVENUE BUGEAUD;15/11/2010;16/11/2010
paris;SIMON KILLER;RUE DU FAUBOURG SAINT MARTIN;18/11/2010;18/11/2010
paris;SIMON KILLER;BOULEVARD SAINT DENIS;25/11/2010;25/11/2010
paris;SIMON KILLER;PLACE DE LA REPUBLIQUE;18/11/2010;18/11/2010
paris;SIMON KILLER;RUE CHAPPE;17/11/2010;17/11/2010
paris;SIMON KILLER;RUE DE LANCRY;18/11/2010;18/11/2010
paris;SIMON KILLER;PASSAGE BASFOUR;30/11/2010;30/11/2010
paris;L'EXERCICE DE L'ETAT;PLACE VICTOR HUGO;14/12/2010;14/12/2010
paris;NOTRE PARADIS/S'ENFUIR AVEC TOI;RUE SAINT MERRI/R PIERRE AU LARD (ANGLE);12/06/2010;12/06/2010
paris;NOTRE PARADIS/S'ENFUIR AVEC TOI;ROUTE DE SURESNES;21/12/2010;21/12/2010
paris;NOTRE PARADIS/S'ENFUIR AVEC TOI;RUE PIERRE AU LARD;12/06/2010;12/06/2010
paris;MARIAGE MIXTE;BOULEVARD ROCHECHOUART;08/04/2003;08/04/2003
paris;ARSENE LUPIN;PLACE SAINT GENEVIEVE;08/12/2003;08/12/2003
paris;ARSENE LUPIN;PONT ET QUAI DE L'ARCHEVECHE;14/08/2003;14/08/2003
paris;ARSENE LUPIN;PORT DE LA TOURNELLE;10/10/2003;10/10/2003
paris;ARSENE LUPIN;RUE D'ALSACE;10/08/2003;10/08/2003
paris;ARSENE LUPIN;RUE FENELON;13/08/2003;13/08/2003
paris;ARSENE LUPIN;SQUARE JEAN XXII;14/08/2003;14/08/2003
paris;LA CONFIANCE REGNE;AVENUE KLEBER;08/08/2003;08/08/2003
paris;LA CONFIANCE REGNE;AVENUE GUSTAVE V DE SUEDE;27/08/2003;27/08/2003
paris;LA CONFIANCE REGNE;AVENUE GUSTAVE V DE SUEDE;08/08/2003;08/08/2003
paris;LA CONFIANCE REGNE;AVENUE HUSSEIN DE JORDANIE;08/08/2003;08/08/2003
paris;LA CONFIANCE REGNE;AVENUE HUSSEIN DE JORDANIE;08/07/2003;08/07/2003
paris;LA CONFIANCE REGNE;AVENUE MONTAIGNE;09/01/2003;09/01/2003
paris;LA CONFIANCE REGNE;BOULEVARD DES ITALIENS;27/08/2003;27/08/2003
paris;LA CONFIANCE REGNE;PASSERELLE DES ARTS;08/08/2003;08/08/2003
paris;LA CONFIANCE REGNE;PLACE DE VARSOVIE;09/01/2003;09/01/2003
paris;LA CONFIANCE REGNE;PLACE DE VARSOVIE;08/07/2003;08/07/2003
paris;LA CONFIANCE REGNE;PLACE DES PYRAMIDES;08/08/2003;08/08/2003
paris;LA CONFIANCE REGNE;PLACE DE LA CONCORDE;08/08/2003;08/08/2003
