ville;titre;lieu;date_debut;date_fin
paris;LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE);BERGES DU PORT;29/06/2004;29/06/2004
paris;LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE);PLACE DU TERTRE;01/02/2004;01/02/2004
paris;LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE);PONT ALEXANDRE III;30/06/2004;30/06/2004
paris;LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE);PORT PORT;30/06/2004;30/06/2004
paris;LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE);PORT PORT;30/06/2004;30/06/2004
paris;LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE);RUE BUFFAULT (SYNAGOGUE);02/05/2004;02/05/2004
paris;LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE);RUE DE LAPPE;02/05/2004;02/05/2004
paris;PEDALE DURE;AVENUE MONTAIGNE;01/02/2004;01/02/2004
paris;PEDALE DURE;AVENUE MALAKOFF;26/01/2004;26/01/2004
paris;PEDALE DURE;RUE DES JUGES CONSULS;20/01/2004;20/01/2004
paris;PEDALE DURE;RUE DU 4 SEPTEMBRE;17/03/2004;17/03/2004
paris;PEDALE DURE;RUE SAINT MARTIN;01/08/2004;01/08/2004
paris;PEDALE DURE;RUE FRANCOIS 1ER;01/02/2004;01/02/2004
paris;PEDALE DURE;RUE BAYARD;01/02/2004;01/02/2004
paris;ALIVE;RUE OBERKAMPF;01/06/2004;01/06/2004
paris;TU VAS RIRE MAIS JE TE QUITTE;PLACE DE BRETEUIL;30/03/2004;30/03/2004
paris;TU VAS RIRE MAIS JE TE QUITTE;RUE GUISARDE;29/03/2004;29/03/2004
paris;VAHE/ LES MAUVAIS jOUEURS;BOULEVARD SAINT DENIS;03/03/2004;03/03/2004
paris;VAHE/ LES MAUVAIS jOUEURS;COUR LESAGE;29/01/2004;29/01/2004
paris;VAHE/ LES MAUVAIS jOUEURS;PASSAGE SAINTE FOY;02/02/2004;02/02/2004
paris;VAHE/ LES MAUVAIS jOUEURS;RUE SAINT DENIS;02/11/2004;02/11/2004
paris;VAHE/ LES MAUVAIS jOUEURS;RUE DE BELLEVILLE;30/01/2004;30/01/2004
paris;VAHE/ LES MAUVAIS jOUEURS;RUE DU RENDEZ-VOUS;17/02/2004;17/02/2004
paris;VAHE/ LES MAUVAIS jOUEURS;RUE CHENIER;20/01/2004;20/01/2004
paris;VAHE/ LES MAUVAIS jOUEURS;RUE BLONDEL;23/02/2004;23/02/2004
paris;VAHE/ LES MAUVAIS jOUEURS;RUE DE MULHOUSE;24/01/2004;24/01/2004
paris;L'EX FEMME DE MA VIE;AVENUE DE VILLARS;19/02/2004;19/02/2004
paris;L'EX FEMME DE MA VIE;CITE CHABROL;20/02/2004;20/02/2004
paris;L'EX FEMME DE MA VIE;PASSAGE ET COUR DE LA FERME ST LAZARE;20/02/2004;20/02/2004
paris;L'EX FEMME DE MA VIE;RUE MONGE;25/02/2004;25/02/2004
paris;L'EX FEMME DE MA VIE;RUE CENSIER;25/02/2004;25/02/2004
paris;LE PROMENEUR DU CHAMP DE MARS;PONT DE L'ARCHEVECHE;31/03/2004;31/03/2004
paris;LE PROMENEUR DU CHAMP DE MARS;PORT DE LA TOURNELLE;31/03/2004;31/03/2004
paris;LE PROMENEUR DU CHAMP DE MARS;RUE DECAMPS;17/03/2004;17/03/2004
paris;36;BERGES DU QUAI DES ORFEVRES;04/09/2004;04/09/2004
paris;36;BOULEVARD DE BER(CY/ABORDS MINISTERE FINANCES;26/03/2004;26/03/2004
paris;36;PLACE DU PONT NEUF;17/02/2004;17/02/2004
paris;36;PONT LOUIS PHILIPPE;26/03/2004;26/03/2004
paris;36;RUE DE LA SORBONNE;23/04/2004;23/04/2004
paris;36;RUE LALLIER;02/10/2004;02/10/2004
paris;JE PREFERE QU'ON RESTE AMIS;DALLE DE BEAUGRENELLE;03/05/2004;03/05/2004
paris;JE PREFERE QU'ON RESTE AMIS;RUE DE PROSNY;23/03/2004;23/03/2004
paris;JE PREFERE QU'ON RESTE AMIS;RUE SAINT CHARLES/R ROUELLE (ANGLE);03/04/2004;03/04/2004
paris;JE PREFERE QU'ON RESTE AMIS;RUE SCHUTZENBERGER;03/04/2004;03/04/2004
paris;TRAVAUX;RUE CAILLE;27/03/2004;27/03/2004
paris;LE PLUS BEAU JOUR DE MA VIE;BERGES BASSES DU QUAI DU LOUVRE;25/02/2004;25/02/2004
paris;LE PLUS BEAU JOUR DE MA VIE;PLACE DU SACRE COEUR;03/01/2004;03/01/2004
paris;LE PLUS BEAU JOUR DE MA VIE;PONT DES ARTS;25/02/2004;25/02/2004
paris;LE PLUS BEAU JOUR DE MA VIE;RUE JEAN MACE;24/02/2004;24/02/2004
paris;LE PLUS BEAU JOUR DE MA VIE;RUE PIERRE SEMARD;03/04/2004;03/04/2004
paris;LE PLUS BEAU JOUR DE MA VIE;RUE PIERRE SEMARD;18/03/2004;18/03/2004
paris;LES GENS HONNETES VIVENT EN FRANCE;PLACE DAUPHINE;03/03/2004;03/03/2004
paris;LES GENS HONNETES VIVENT EN FRANCE;RUE DE BUCI/RUE MAZARINE (ANGLE);28/02/2004;28/02/2004
paris;LES GENS HONNETES VIVENT EN FRANCE;RUE VICTOR COUSIN;29/02/2004;29/02/2004
paris;LES GENS HONNETES VIVENT EN FRANCE;RUE BAYEN;27/02/2004;27/02/2004
paris;LES GENS HONNETES VIVENT EN FRANCE;RUE GREGOIRE DE TOURS/RUE DE BUCI (ANGLE);28/02/2004;28/02/2004
paris;LE PONT DES ARTS;BERGES DU VERT GALANT;23/02/2004;23/02/2004
paris;LE PONT DES ARTS;PARVIS DU SACR(E  COEUR;31/03/2004;31/03/2004
paris;LE PONT DES ARTS;RUE CARDINAL DUBOIS;31/03/2004;31/03/2004
paris;QUAND LES ANGES S'EN MELENT;RUE LE REGRATTIER;24/03/2004;24/03/2004
paris;LES SOEURS FACHEES;RUE FRANCOIS 1ER;03/01/2004;03/01/2004
paris;LES SOEURS FACHEES;RUE TRONCHET;26/02/2004;26/02/2004
paris;L'EMPIRE DES LOUPS;CIMETIERE DU PERE LACHAISE;16/03/2004;16/03/2004
paris;L'EMPIRE DES LOUPS;CIMETIERE DU PERE LACHAISE;17/03/2004;17/03/2004
paris;L'EMPIRE DES LOUPS;RUE DU FAUBOURG SAINT-DENIS;03/04/2004;03/04/2004
paris;LE CARTON;BOULEVARD DES  BATIGNOLLES;23/03/2004;23/03/2004
paris;LE CARTON;RUE DES DAMES;17/03/2004;17/03/2004
paris;LE CARTON;RUE CAROLINE;17/03/2004;17/03/2004
paris;LE CARTON;RUE DARCET;22/03/2004;22/03/2004
paris;LE CARTON;RUE BIOT;24/03/2004;24/03/2004
paris;LE CARTON;RUE CAROLINE;16/03/2004;16/03/2004
paris;LE CARTON;RUE DES BATIGNOLLES;19/03/2004;19/03/2004
paris;LE CARTON;RUE DES BATIGNOLLES;16/03/2004;16/03/2004
paris;LE CARTON;RUE DARCET;15/03/2004;15/03/2004
paris;LE CARTON;RUE DES BATIGNOLLES;17/03/2004;17/03/2004
paris;LE CARTON;RUE LECLUSE;25/03/2004;25/03/2004
paris;LE CARTON;RUE CAROLINE;23/03/2004;23/03/2004
paris;LE QUATRIEME MORCEAU DE LA FEMME COUPEE EN TROIS;SQUARE RENE LE GALL;23/06/2004;23/06/2004
paris;DE BATTRE MON COEUR S'EST ARRETE;AVENUE D'ITALIE;31/03/2004;31/03/2004
paris;DE BATTRE MON COEUR S'EST ARRETE;AVENUE DE SUFFREN;05/04/2004;05/04/2004
paris;DE BATTRE MON COEUR S'EST ARRETE;AVENUE DE CHOISY;31/03/2004;31/03/2004
paris;DE BATTRE MON COEUR S'EST ARRETE;PLACE D'ESTIENNE D'ORVES;24/03/2004;24/03/2004
paris;DE BATTRE MON COEUR S'EST ARRETE;PLACE HEBERT;05/12/2004;05/12/2004
paris;OUBLIER CHEYENNE;AVENUE DE FRANCE;24/03/2004;24/03/2004
paris;L'UN RESTE, L'AUTRE PAS/l'UN RESTE L'AUTRE PART;AVENUE DES PORT;20/04/2004;20/04/2004
paris;UN AMOUR DESASTREUX;BERGES DU PORT;28/04/2004;28/04/2004
paris;UN AMOUR DESASTREUX;BERGES DU PORT;27/04/2004;27/04/2004
paris;TEEN SPIRIT;RUE MYRHA;09/02/2006;09/02/2006
paris;TEEN SPIRIT;RUE CAUCHOIS;09/12/2006;09/12/2006
paris;TEEN SPIRIT;RUE ORDENER;08/01/2006;08/01/2006
paris;TEEN SPIRIT;RUE DE LA FONTAINE;17/07/2006;18/07/2006
paris;TEEN SPIRIT;RUE DE BRUXELLES;09/12/2006;09/12/2006
paris;TEEN SPIRIT;RUE PIERRE HARET;09/12/2006;09/12/2006
paris;TEEN SPIRIT;RUE DE L'ABREUVOIR;31/07/2006;31/07/2006
paris;MOMO;RUE DE CLERY;08/01/2002;08/01/2002
paris;MOMO;RUE BEAUREGARD;08/06/2002;08/06/2002
paris;MOMO;RUE BEAUREGARD;07/04/2002;07/04/2002
paris;LE PAPILLON;RUE DU CHEMIN VERT;17/07/2002;17/07/2002
paris;LE PAPILLON;RUE CHARLES TELLIER;22/07/2002;22/07/2002
paris;LE PAPILLON;RUE CHARLES TELLIER;30/07/2002;30/07/2002
paris;LE PAPILLON;RUE CHARLES TELLIER;19/07/2002;19/07/2002
paris;LE PACTE DU SILENCE;PLACE ALFRED KASTLER;15/07/2002;15/07/2002
paris;LE PACTE DU SILENCE;RUE DE RIVOLI;22/07/2002;22/07/2002
paris;LE PACTE DU SILENCE;SQUARE JEAN XXIII;07/08/2002;07/08/2002
paris;ALPHONSE & SCOTCH;BOULEVARD DE LA CHAPELLE;08/08/2002;08/08/2002
paris;ALPHONSE & SCOTCH;RUE DE REUILLY;27/06/2002;27/06/2002
paris;MOI, CESAR;PASSAGE COTTIN;08/12/2002;08/12/2002
paris;LE COEUR  DES HOMMES;BOIS DE VINCENNES;30/07/2002;30/07/2002
paris;AU ROYAUME DES CIEUX;ESPLANADE DES INVALIDES;27/08/2002;27/08/2002
paris;AU ROYAUME DES CIEUX;PONT DE L4ARCHEVECHE;29/07/2002;29/07/2002
paris;AU ROYAUME DES CIEUX;RUE GLUCK;17/07/2002;17/07/2002
paris;AU ROYAUME DES CIEUX;RUE LOUIS-BOUILLY;19/08/2002;19/08/2002
paris;APRES LA PLUIE LE BEAU TEMPS;PASSAGE BULLOURDE;29/07/2002;29/07/2002
paris;BON VOYAGE;RUE ANGLE CL.NOTRE DAME/QUAI TOURNELLE;31/07/2002;31/07/2002
paris;BON VOYAGE;RUE DU BEAUJOLAIS;20/08/2002;20/08/2002
paris;BON VOYAGE;RUE DES CHAROLAIS;10/03/2002;10/03/2002
paris;BON VOYAGE;RUE SOUFFLOT;08/04/2002;08/04/2002
paris;THE DREAMERS;AVENUE DU PRESIDENT KENNEDY;08/02/2002;08/02/2002
paris;THE DREAMERS;AVENUE ALBERT DE MUN;30/07/2002;30/07/2002
paris;THE DREAMERS;AVENUE GUSTAVE V DE SUEDE;29/07/2002;29/07/2002
paris;THE DREAMERS;QUAI DU PORT;08/09/2002;08/09/2002
paris;THE DREAMERS;RUE MALEBRANCHE;08/07/2002;08/07/2002
paris;L'EAU...LE FEU;AVENUE PARMENTIER;08/06/2002;08/06/2002
paris;L'EAU...LE FEU;CANAL SAINT MARTIN;08/06/2002;08/06/2002
paris;TA SOEUR;RUE FAIDHERBE;10/03/2002;10/03/2002
paris;ORGANISATION;PONT SAINT-LOUIS;26/09/2002;26/09/2002
paris;ORGANISATION;RUE DU CLOITRE NOTRE DAME;26/09/2002;26/09/2002
paris;BLIND DATE;PLACE DES TERNES;10/03/2002;10/03/2002
paris;BLIND DATE;PLACE DU QUEBEC;10/01/2002;10/01/2002
paris;BLIND DATE;QUAI CONTI;10/05/2002;10/05/2002
paris;BLIND DATE;RUE JACOB;10/01/2002;10/01/2002
paris;APRES VOUS;PASSAGE ENTRE 137 AV CHARENTON/178 AV DAUMESNIL;25/11/2002;25/11/2002
paris;APRES VOUS;RUE PIXERECOURT;14/10/2002;14/10/2002
paris;HISTOIRE DE MARIE ET JULIEN;BOULEVARD RASPAIL;10/08/2002;10/08/2002
paris;TIRESIA;PLACE FRANCIS POULENC;20/11/2002;20/11/2002
paris;DEPUIS QU'OTAR EST PARTI;MARCHE DE BARBES;11/06/2002;11/06/2002
paris;DEPUIS QU'OTAR EST PARTI;RUE BERTHE;31/10/2002;31/10/2002
paris;FRANCE BOUTIQUE;BOULEVARD FLANDRIN;26/11/2002;26/11/2002
paris;FRANCE BOUTIQUE;BOULEVARD FLANDRIN;25/11/2002;25/11/2002
paris;LA DECOUVERTE DU MONDE;PONT MARIE;11/04/2002;11/04/2002
paris;LE FUGITIF;PARC ANDRE CITROEN;18/11/2002;18/11/2002
paris;LE FUGITIF;PLACE DES VOSGES;18/11/2002;18/11/2002
paris;LE FUGITIF;QUAI BRANLY;18/11/2002;18/11/2002
paris;LES INTERMITTENCES DU COEUR;RUE SAINT-RUSTIQUE;12/05/2002;12/05/2002
paris;LE ROLE DE SA VIE;PLACE COLETTE;02/06/2003;02/06/2003
paris;LE ROLE DE SA VIE;QUAI DE VALMY;03/07/2003;03/07/2003
paris;LE ROLE DE SA VIE;QUAI DE VALMY (CANAL;04/04/2003;04/04/2003
paris;LE ROLE DE SA VIE;QUAI DE VALMY (ANGLE R DES RECOLLETS);04/04/2003;04/04/2003
paris;LE ROLE DE SA VIE;RUE LUCIEN SAMPAIX;03/11/2003;03/11/2003
paris;LE ROLE DE SA VIE;RUE DES RECOLLETS ET ABORDS;03/11/2003;03/11/2003
paris;NATHALIE X...;AVENUE DES PORT;02/12/2003;02/12/2003
paris;NATHALIE X...;AVENUE DES PORT;02/11/2003;02/11/2003
paris;NATHALIE X...;AVENUE DE LA PORT;13/03/2003;13/03/2003
paris;NATHALIE X...;PLACE DE LA MADELEINE;27/01/2003;27/01/2003
paris;NATHALIE X...;QUAI D'ANJOU;03/12/2003;03/12/2003
paris;NATHALIE X...;RUE TRONCHET;30/01/2003;30/01/2003
paris;NATHALIE X...;RUE TRONCHET;27/01/2003;27/01/2003
paris;NATHALIE X...;RUE BEAUTREILLIS;22/01/2003;22/01/2003
paris;LE COUT DE LA VIE;RUE DE PENTHIEVRE;01/09/2003;01/09/2003
paris;LE TUEUR SANS GAGES;BOIS DE VINCENNES;22/01/2003;22/01/2003
paris;SUPER RIPOUX;BERGES DU PORT;21/01/2003;21/01/2003
paris;SUPER RIPOUX;MARCHE D'ALIGRE;28/01/2003;28/01/2003
paris;SUPER RIPOUX;RUE DE LYON;24/01/2003;24/01/2003
paris;SUPER RIPOUX;RUE DES ENVIERGES;02/07/2003;02/07/2003
paris;JE RESTE;AVENUE MONTAIGNE;02/03/2003;02/03/2003
paris;JE RESTE;RUE DU COMMANDANT LAMY/DE LA ROQUETTE ANGLE;03/03/2003;03/03/2003
paris;JE RESTE;VILLA JAN BATPISTE LUQUET;25/02/2003;25/02/2003
paris;VICE ET VERSA;BOIS DE BOULOGNE;16/04/2003;16/04/2003
paris;WILD SIDE;BOULEVARD DE CLICHY;02/03/2003;02/03/2003
paris;WILD SIDE;BOULEVARD MONTMARTRE;26/01/2003;26/01/2003
paris;WILD SIDE;QUAI DE SEINE;04/01/2003;04/01/2003
paris;WILD SIDE;RUE DU NORD;02/12/2003;02/12/2003
paris;WILD SIDE;RUE CAILLE;02/12/2003;02/12/2003
paris;WILD SIDE;RUE DE LA HARPE;27/03/2003;27/03/2003
paris;5 X 2;RUE DU SENTIER;09/04/2003;09/04/2003
paris;LE CONVOYEUR;CANAL SAINT-DENIS;25/02/2003;25/02/2003
paris;AGENTS SECRETS;RUE DE LONGCHAMPS;03/11/2003;03/11/2003
paris;UNE VIE A T'ATTENDRE;AVENUE GOURGAUD;05/12/2003;05/12/2003
paris;UNE VIE A T'ATTENDRE;PLACE DE DUBLIN;25/03/2003;25/03/2003
paris;UNE VIE A T'ATTENDRE;PLACE DE RHIN ET DANUBE;05/12/2003;05/12/2003
paris;UNE VIE A T'ATTENDRE;RUE CLAPEYRON;26/03/2003;26/03/2003
paris;UNE VIE A T'ATTENDRE;RUE CLAPEYRON;25/03/2003;25/03/2003
paris;UNE VIE A T'ATTENDRE;RUE DE MOSCOU;21/03/2003;21/03/2003
paris;DANS LE ROUGE DU COUCHANT;BOULEVARD DU GENERAL LECLERC;24/04/2003;24/04/2003
paris;DANS LE ROUGE DU COUCHANT;PLACE BOIELDIEU;29/05/2003;29/05/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);AVENUE MONTAIGNE;25/09/2003;25/09/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);JARDIN DE LA CRECHE RUE DES BARRES;07/01/2003;07/01/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);PLACE LEPINE;19/03/2003;19/03/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);PONT NEUF;19/03/2003;19/03/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);PONT NOTRE DAME;19/03/2003;19/03/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);QUAI DE L'HORLOGE;07/08/2003;07/08/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);QUAI AUX FLEURS;07/09/2003;07/09/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);QUAI DE LA CORSE;07/09/2003;07/09/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);QUAI DE LA MEGISSERIE;19/03/2003;19/03/2003
paris;COMMIS D'OFFICE;BOULEVARD SAINT JACQUES;25/04/2008;25/04/2008
paris;COMMIS D'OFFICE;RUE MESSIER;21/04/2008;22/04/2008
paris;COMMIS D'OFFICE;RUE DU HARLEY;23/04/2008;23/04/2008
paris;EDEN A L'OUEST;AVENUE FRANKLIN D.ROOSEVELT;30/04/2008;30/04/2008
paris;EDEN A L'OUEST;RUE DE CHATEAUDUN/FG MONTMARTRE;05/07/2008;05/07/2008
paris;LE CODE A CHANGE;AVENUE MATHURIN MOREAU;24/04/2008;24/04/2008
paris;LE CODE A CHANGE;AVENUE MANIN;24/04/2008;24/04/2008
paris;LE CODE A CHANGE;BOULEVARD DE BELLEVILLE;26/05/2008;26/05/2008
paris;LE CODE A CHANGE;RUE DU JOURDAIN;22/04/2008;22/04/2008
paris;CHERI;PLACE DES GENERAUX DE TRENTIGNAN;16/05/2008;16/05/2008
paris;CHERI;RUE EUGENE MANUEL;20/05/2008;20/05/2008
paris;AN EDUCATION;QUAI DE MONTEBELLO;05/02/2008;05/02/2008
paris;CYPRIEN;PARC DES BUTTES CHAUMONT;15/07/2008;15/07/2008
paris;LA VIE EN ROUGE;RUE BAZEILLES;06/11/2007;06/11/2007
paris;LA VIE EN ROUGE;RUE EDOUARD QUENU;06/11/2007;06/11/2007
paris;L'INFILTRE;RUE DE LA MONTAGNE DE LA FAGE;13/06/2007;13/06/2007
paris;L'INFILTRE;RUE DE LA MONTAGNE DE L'ESPEROU;13/06/2007;13/06/2007
paris;AGATHE CLERY;ALLEE PIETONNE RUE LEIBNIZ;20/09/2007;20/09/2007
paris;AGATHE CLERY;PLACE DU PARVIS;22/09/2007;22/09/2007
paris;AGATHE CLERY;PLACE POSSOZ;21/09/2007;21/09/2007
paris;AGATHE CLERY;PLACE DE LA PORT;17/09/2007;17/09/2007
paris;AGATHE CLERY;PLACE DE L'ETOILE;19/09/2007;19/09/2007
paris;AGATHE CLERY;PONT AU DOUBLE;22/07/2007;22/07/2007
paris;AGATHE CLERY;RUE DES ECOLE;13/09/2007;13/09/2007
paris;L'HEURE D'ETE / (SOUVENIRS DU VALOIS);BOULEVARD BONNE NOUVELLE (KIOSQUE A JOURNAUX);28/06/2007;28/06/2007
paris;DE LA GUERRE;BOULEVARD RASPAIL/BD SAINT-GERMAIN (ANGLE);29/06/2007;29/06/2007
paris;DE LA GUERRE;BOULEVARD SAINT GERMAIN;29/06/2007;29/06/2007
paris;DE LA GUERRE;RUE FAIDHERBE;19/06/2007;19/06/2007
paris;LA FRONTIERE DE L'AUBE;RUE CASIMIR DELAVIGNE;07/09/2007;07/09/2007
paris;LA FRONTIERE DE L'AUBE;RUE DE LA MONTAGNE SAINTE GENEVIEVE;23/07/2007;23/07/2007
paris;LA FRONTIERE DE L'AUBE;RUE CASIMIR DELAVIGNE;27/08/2007;27/08/2007
paris;LA FRONTIERE DE L'AUBE;RUE DU DOCTEUR LANCEREAUX;08/05/2007;08/05/2007
paris;LA FRONTIERE DE L'AUBE;RUE DE MONCEAU;07/01/2007;07/01/2007
paris;LA FRONTIERE DE L'AUBE;RUE ROBINEAU;23/08/2007;23/08/2007
paris;LA FRONTIERE DE L'AUBE;RUE DES FEUILLANTINES;31/07/2007;31/07/2007
paris;LA FRONTIERE DE L'AUBE;RUE DE MONCEAU;17/07/2007;17/07/2007
paris;PAR SUITE D'UN ARRET DE TRAVAIL;AVENUE PAUL APPEL;07/03/2007;07/04/2007
paris;PAR SUITE D'UN ARRET DE TRAVAIL;PLACE PINEL;07/02/2007;07/02/2007
paris;SEULS TWO;AVENUE DUTUIT;26/08/2007;27/08/2007
paris;SEULS TWO;AVENUE DES CHAMPS ELYSEES;07/12/2007;07/12/2007
paris;SEULS TWO;BOULEVARD DE LA CHAPELLE;30/07/2007;30/07/2007
paris;SEULS TWO;BOULEVARD MAGENTA;30/07/2007;30/07/2007
paris;SEULS TWO;COURS LA REINE;26/08/2007;27/08/2007
paris;SEULS TWO;PARC MONCEAU;08/12/2007;08/12/2007
paris;SEULS TWO;PLACE MONGE;26/09/2007;26/09/2007
paris;SEULS TWO;RUE BICHAT;15/08/2007;15/08/2007
paris;SEULS TWO;RUE LAPLACE;20/08/2007;21/08/2007
paris;SEULS TWO;RUE DU FAUBOURG SAINT DENIS;17/10/2007;17/10/2007
paris;SEULS TWO;RUE DES CHAMPS ELYSEES;07/10/2007;07/10/2007
paris;SEULS TWO;RUE DE BELZUNCE;10/03/2007;10/03/2007
paris;SEULS TWO;RUE EDMOND VALENTIN;31/07/2007;08/02/2007
paris;SEULS TWO;RUE BOSSUET;28/09/2007;28/09/2007
paris;SEULS TWO;RUE DU SURMELIN;08/03/2007;08/03/2007
paris;SEULS TWO;RUE IRENEE BLANC;13/08/2007;13/08/2007
paris;SEULS TWO;RUE HAXE;08/03/2007;08/03/2007
paris;SEULS TWO;RUE JULES SIEGFRIED;13/08/2007;13/08/2007
paris;SEULS TWO;RUE LANNEAU;20/08/2007;21/08/2007
paris;SEULS TWO;RUE DESCARTES;20/08/2007;21/08/2007
paris;SEULS TWO;SQUARE LOUISE MICHEL;26/09/2007;26/09/2007
paris;INTRUSIONS;BOIS DE VINCENNES;16/08/2007;16/08/2007
paris;INTRUSIONS;PROMENADE PLANTEE;24/07/2007;24/07/2007
paris;INTRUSIONS;RUE OBERKAMPF;30/07/2007;31/07/2007
paris;INTRUSIONS;RUE DE LA ROQUETTE;24/07/2007;24/07/2007
paris;CLIENTE;JARDIN DES CHAMPS ELYSEES;09/11/2007;09/11/2007
paris;LA TROISIEME PARTIE DU MONDE;ALLEE DES ORGUES DE FLANDRE;27/07/2007;28/07/2007
paris;THE BOOK OF SECRET;PONT DE BIR HAKEIM;31/07/2007;31/07/2007
paris;THE BOOK OF SECRET;PONT DE GRENELLE;31/07/2007;31/07/2007
paris;THE BOOK OF SECRET;RUE DE DUNKERQUE;08/01/2007;08/01/2007
paris;SKATE OR DIE;AVENUE BRUNETIERE;09/04/2007;09/04/2007
paris;SKATE OR DIE;AVENUE DES TERNES;09/04/2007;09/04/2007
paris;SKATE OR DIE;AVENUE DU TRONE;10/04/2007;10/04/2007
paris;SKATE OR DIE;AVENUE DE L'OBSERVATOIRE;31/08/2007;31/08/2007
paris;SKATE OR DIE;CANAL SAINT DENIS (4EME BIEF);29/08/2007;29/08/2007
paris;SKATE OR DIE;PASSERELLE DE SOLFERINO;15/08/2007;15/08/2007
paris;SKATE OR DIE;PLACE DE LA CONCORDE;31/08/2007;31/08/2007
paris;SKATE OR DIE;PONT ALEXANDRE III;15/08/2007;15/08/2007
paris;SKATE OR DIE;PONT DE LA CONCORDE;15/08/2007;15/08/2007
paris;SKATE OR DIE;RUE DU DEPART;31/08/2007;31/08/2007
paris;SKATE OR DIE;RUE DE ROME;16/08/2007;16/08/2007
paris;SKATE OR DIE;RUE PAJOL;22/10/2007;22/10/2007
paris;SKATE OR DIE;RUE ORDENER/CROISEMENT RUE STEPHENSON;30/08/2007;30/08/2007
paris;SKATE OR DIE;RUE DES CARMES;19/09/2007;19/09/2007
paris;SKATE OR DIE;RUE DU CHATEAU;10/09/2007;10/09/2007
paris;SKATE OR DIE;RUE DES DAMES;16/08/2007;16/08/2007
paris;SKATE OR DIE;RUE MONGE;19/09/2007;19/09/2007
paris;SKATE OR DIE;RUE CORBINEAU;09/12/2007;09/12/2007
paris;SKATE OR DIE;RUE DE LA CONDAMINE;16/08/2007;16/08/2007
paris;SKATE OR DIE;RUE DE LA FOLIE REGNAULT;10/02/2007;10/02/2007
paris;SKATE OR DIE;RUE DES ECOLE;19/09/2007;19/09/2007
paris;SKATE OR DIE;RUE DE JESSAINT;30/08/2007;30/08/2007
paris;SKATE OR DIE;SQUARE DE JESSAINT;30/08/2007;30/08/2007
paris;SKATE OR DIE;VOIE EXPRESS RIVE GAUCHE;08/12/2007;08/12/2007
paris;NUIT ET JOUR;AVENUE DE LA PORT;31/08/2007;31/08/2007
paris;NUIT ET JOUR;RUE RAYMOND LOSSERAND;09/02/2007;09/02/2007
paris;LA JOCONDE A DISPARU;AVENUE GEORGES V;20/08/2007;20/08/2007
paris;LA JOCONDE A DISPARU;AVENUE GEORGE V;08/08/2007;08/08/2007
paris;LA JOCONDE A DISPARU;PONT DES ARTS;23/08/2007;23/08/2007
paris;LE PLAISIR DE CHANTER;BOULEVARD SAINT DENIS;16/08/2007;16/08/2007
paris;LE PLAISIR DE CHANTER;PLACE DE LA CONCORDE;17/08/2007;17/08/2007
paris;LE PLAISIR DE CHANTER;RUE D'ENGHIEN;08/08/2007;08/08/2007
paris;POLISSE;RUE DU PLATEAU;14/09/2010;14/09/2010
paris;POLISSE;RUE DE LA PAIX;10/05/2010;10/05/2010
paris;POLISSE;RUE DES ALOUETTES;17/09/2010;17/09/2010
paris;LA PLANQUE;RUE JULIEN LACROIX;09/03/2010;09/03/2010
paris;LA PLANQUE;RUE DE LA BIDASSOA;09/01/2010;09/01/2010
paris;LA PLANQUE;RUE DES PLATRIERES;09/01/2010;09/01/2010
paris;LA PLANQUE;RUE CLOCHE PERCE;30/08/2010;30/08/2010
paris;LA PLANQUE;RUE SORBIER;09/02/2010;09/02/2010
paris;LA PLANQUE;RUE CLOCHE PERCE;31/08/2010;31/08/2010
paris;LA PLANQUE;RUE DE LA BROSSE;30/08/2010;30/08/2010
paris;LA PLANQUE;RUE JUILLET;09/01/2010;09/01/2010
paris;LA PLANQUE;RUE DU JAPON;20/10/2010;20/10/2010
paris;LA PLANQUE;RUE DES PARTANTS;09/02/2010;09/02/2010
paris;LA PLANQUE;RUE SAINT ANTOINE;31/08/2010;31/08/2010
paris;LOL US;PONT DES ARTS;09/06/2010;09/06/2010
paris;UN HEUREUX EVENEMENT;PASSAGE GUILHEM;16/09/2010;16/09/2010
paris;MON PIRE CAUCHEMAR;RUE DU VAL DE MARNE;21/09/2010;21/09/2010
